date,close
2016-11-24,2102.969970703125
2016-11-25,2098.14990234375
2016-11-28,2094.64990234375
2016-11-29,2086.840087890625
2016-11-30,2104.909912109375
2016-12-01,2121.8701171875
2016-12-02,2128.989990234375
2016-12-05,2158.330078125
2016-12-06,2152.35009765625
2016-12-07,2160.510009765625
2016-12-08,2207.02001953125
2016-12-09,2208.530029296875
2016-12-12,2226.889892578125
2016-12-13,2247.02001953125
2016-12-14,2229.050048828125
2016-12-15,2237.22998046875
2016-12-16,2231.409912109375
2016-12-19,2215.68994140625
2016-12-20,2226.360107421875
2016-12-21,2212.330078125
2016-12-22,2174.639892578125
2016-12-23,2173.179931640625
2016-12-26,2177.860107421875
2016-12-27,2189.429931640625
2016-12-28,2182.97998046875
2016-12-29,2206.330078125
2016-12-30,2232.719970703125
2017-01-03,2285.429931640625
2017-01-04,2263.89990234375
2017-01-05,2220.35009765625
2017-01-06,2213.929931640625
2017-01-09,2211.25
2017-01-10,2237.489990234375
2017-01-11,2218.610107421875
2017-01-12,2212.0
2017-01-13,2195.18994140625
2017-01-16,2189.070068359375
2017-01-17,2178.72998046875
2017-01-18,2170.090087890625
2017-01-19,2162.25
2017-01-20,2159.9599609375
2017-01-23,2146.090087890625
2017-01-24,2174.590087890625
2017-01-25,2176.0
2017-01-26,2229.199951171875
2017-01-27,2266.050048828125
2017-01-30,2234.139892578125
2017-01-31,2217.389892578125
2017-02-01,2231.679931640625
2017-02-02,2217.56005859375
2017-02-03,2226.610107421875
2017-02-06,2210.510009765625
2017-02-07,2218.77001953125
2017-02-08,2189.610107421875
2017-02-09,2173.97998046875
2017-02-10,2162.18994140625
2017-02-13,2161.489990234375
2017-02-14,2141.5
2017-02-15,2137.080078125
2017-02-16,2148.47998046875
2017-02-17,2128.2099609375
2017-02-20,2119.090087890625
2017-02-21,2127.719970703125
2017-02-22,2106.300048828125
2017-02-24,2093.090087890625
2017-02-27,2056.4599609375
2017-02-28,2035.77001953125
2017-03-01,2059.8701171875
2017-03-02,2049.0
2017-03-03,2056.889892578125
2017-03-06,2047.4200439453125
2017-03-07,2024.8399658203125
2017-03-09,1974.239990234375
2017-03-10,1973.9599609375
2017-03-13,2000.1400146484373
2017-03-14,2001.25
2017-03-15,1992.5899658203125
2017-03-16,2014.3699951171875
2017-03-17,2036.9599609375
2017-03-20,2042.719970703125
2017-03-21,2048.070068359375
2017-03-22,2061.530029296875
2017-03-23,2051.0400390625
2017-03-24,2039.77001953125
2017-03-27,2013.1600341796875
2017-03-28,2032.5400390625
2017-03-29,2023.7099609375
2017-03-30,2021.8800048828125
2017-03-31,1995.9000244140625
2017-04-03,2008.6099853515625
2017-04-04,2025.68994140625
2017-04-05,2056.320068359375
2017-04-06,2054.68994140625
2017-04-07,2020.22998046875
2017-04-10,1971.22998046875
2017-04-11,1977.949951171875
2017-04-12,1947.8800048828125
2017-04-13,1944.699951171875
2017-04-17,1942.719970703125
2017-04-18,1920.2900390625
2017-04-19,1916.5
2017-04-20,1932.1700439453125
2017-04-21,1944.719970703125
2017-04-24,1979.5699462890625
2017-04-25,1998.4100341796875
2017-04-26,2026.9200439453125
2017-04-27,2011.6700439453125
2017-04-28,2016.7099609375
2017-05-02,2026.8499755859373
2017-05-03,1993.6600341796875
2017-05-04,1998.8699951171875
2017-05-05,2002.4100341796875
2017-05-10,2028.2099609375
2017-05-11,2002.5400390625
2017-05-12,1994.5799560546875
2017-05-15,2003.1199951171875
2017-05-16,1992.93994140625
2017-05-17,1994.3499755859373
2017-05-18,1967.6600341796875
2017-05-19,1962.4000244140625
2017-05-22,1950.510009765625
2017-05-23,1960.1600341796875
2017-05-24,1951.97998046875
2017-05-25,1947.260009765625
2017-05-26,1934.25
2017-05-29,1940.77001953125
2017-05-30,1932.9100341796875
2017-05-31,1900.3800048828125
2017-06-01,1869.6600341796875
2017-06-02,1881.8699951171875
2017-06-05,1877.68994140625
2017-06-06,1870.0400390625
2017-06-07,1868.4200439453125
2017-06-08,1874.2099609375
2017-06-09,1883.3399658203125
2017-06-13,1861.27001953125
2017-06-14,1838.3199462890625
2017-06-15,1817.8199462890625
2017-06-16,1822.9100341796875
2017-06-19,1849.780029296875
2017-06-20,1857.9599609375
2017-06-21,1850.81005859375
2017-06-22,1860.050048828125
2017-06-23,1867.4599609375
2017-06-26,1860.3900146484373
2017-06-27,1878.93994140625
2017-06-28,1891.97998046875
2017-06-29,1881.0400390625
2017-06-30,1879.5
2017-07-03,1902.5899658203125
2017-07-04,1917.4000244140625
2017-07-05,1921.3800048828125
2017-07-06,1923.219970703125
2017-07-07,1912.47998046875
2017-07-10,1925.739990234375
2017-07-11,1937.6400146484373
2017-07-12,1954.3900146484373
2017-07-13,1959.9100341796875
2017-07-14,1960.68994140625
2017-07-17,1959.1099853515625
2017-07-18,1947.7099609375
2017-07-19,1951.8900146484373
2017-07-20,1946.510009765625
2017-07-21,1925.1300048828125
2017-07-24,1931.75
2017-07-25,1923.72998046875
2017-07-26,1933.0999755859373
2017-07-27,1945.1199951171875
2017-07-28,1916.75
2017-07-31,1919.530029296875
2017-08-01,1940.1400146484373
2017-08-02,1965.47998046875
2017-08-03,1965.2900390625
2017-08-04,1953.489990234375
2017-08-07,1970.3699951171875
2017-08-08,1989.6099853515625
2017-08-09,1975.9100341796875
2017-08-10,1960.22998046875
2017-08-11,1944.8299560546875
2017-08-14,1951.75
2017-08-15,1950.280029296875
2017-08-16,1942.8800048828125
2017-08-17,1941.52001953125
2017-08-18,1930.7099609375
2017-08-21,1937.6600341796875
2017-08-22,1947.4000244140625
2017-08-23,1958.52001953125
2017-08-24,1973.5
2017-08-25,1979.1400146484373
2017-08-28,1987.1500244140625
2017-08-29,1989.1199951171875
2017-08-30,2008.8800048828125
2017-08-31,2022.219970703125
2017-09-01,2010.97998046875
2017-09-04,2003.3199462890625
2017-09-05,2004.02001953125
2017-09-06,2014.5999755859373
2017-09-07,2010.1700439453125
2017-09-08,2032.75
2017-09-11,2044.1300048828125
2017-09-12,2058.800048828125
2017-09-13,2054.18994140625
2017-09-14,2052.25
2017-09-15,2053.81005859375
2017-09-18,2059.080078125
2017-09-19,2048.989990234375
2017-09-20,2057.530029296875
2017-09-21,2060.239990234375
2017-09-22,2051.6298828125
2017-09-25,2069.110107421875
2017-09-26,2071.1298828125
2017-09-27,2081.1201171875
2017-09-28,2071.639892578125
2017-09-29,2077.18994140625
2017-10-02,2075.719970703125
2017-10-03,2076.81005859375
2017-10-04,2077.090087890625
2017-10-05,2088.320068359375
2017-10-06,2093.860107421875
2017-10-09,2096.2900390625
2017-10-10,2086.909912109375
2017-10-11,2101.070068359375
2017-10-12,2094.9599609375
2017-10-13,2098.77001953125
2017-10-16,2106.389892578125
2017-10-17,2092.570068359375
2017-10-18,2094.39990234375
2017-10-19,2072.72998046875
2017-10-20,2071.830078125
2017-10-23,2063.81005859375
2017-10-24,2061.7900390625
2017-10-25,2049.47998046875
2017-10-26,2046.68994140625
2017-10-27,2068.760009765625
2017-10-30,2065.25
2017-10-31,2064.31005859375
2017-11-01,2082.72998046875
2017-11-02,2073.0400390625
2017-11-03,2081.14990234375
2017-11-07,2155.550048828125
2017-11-08,2163.010009765625
2017-11-09,2183.610107421875
2017-11-10,2169.260009765625
2017-11-13,2167.6298828125
2017-11-14,2166.830078125
2017-11-15,2131.75
2017-11-16,2132.64990234375
2017-11-17,2131.909912109375
2017-11-20,2130.389892578125
2017-11-21,2155.820068359375
2017-11-22,2160.159912109375
2017-11-23,2148.56005859375
2017-11-24,2161.169921875
2017-11-27,2145.8701171875
2017-11-28,2149.449951171875
2017-11-29,2124.080078125
2017-11-30,2100.6201171875
2017-12-01,2105.989990234375
2017-12-04,2119.419921875
2017-12-05,2113.68994140625
2017-12-06,2124.1201171875
2017-12-07,2103.14990234375
2017-12-08,2104.989990234375
2017-12-11,2148.60009765625
2017-12-12,2160.75
2017-12-13,2131.93994140625
2017-12-14,2152.409912109375
2017-12-15,2143.989990234375
2017-12-18,2134.580078125
2017-12-19,2118.159912109375
2017-12-20,2102.969970703125
2017-12-21,2093.3798828125
2017-12-22,2102.93994140625
2017-12-26,2097.030029296875
2017-12-27,2106.169921875
2017-12-28,2102.889892578125
2017-12-29,2109.739990234375
2018-01-03,2152.969970703125
2018-01-04,2197.60009765625
2018-01-05,2207.409912109375
2018-01-09,2225.389892578125
2018-01-10,2232.27001953125
2018-01-11,2246.449951171875
2018-01-12,2262.3798828125
2018-01-15,2261.530029296875
2018-01-16,2257.889892578125
2018-01-17,2277.889892578125
2018-01-18,2297.469970703125
2018-01-19,2286.330078125
2018-01-22,2308.610107421875
2018-01-24,2306.989990234375
2018-01-25,2320.030029296875
2018-01-26,2295.260009765625
2018-01-29,2284.27001953125
2018-01-30,2280.360107421875
2018-01-31,2289.989990234375
2018-02-01,2302.570068359375
2018-02-02,2281.840087890625
2018-02-05,2276.85009765625
2018-02-06,2238.239990234375
2018-02-07,2254.639892578125
2018-02-08,2227.239990234375
2018-02-09,2197.1201171875
2018-02-12,2220.1201171875
2018-02-13,2250.6298828125
2018-02-14,2257.949951171875
2018-02-15,2265.449951171875
2018-02-16,2255.27001953125
2018-02-19,2254.919921875
2018-02-20,2270.1201171875
2018-02-21,2320.320068359375
2018-02-22,2336.820068359375
2018-02-26,2353.159912109375
2018-02-27,2341.889892578125
2018-02-28,2296.800048828125
2018-03-01,2297.89990234375
2018-03-02,2288.840087890625
2018-03-05,2309.530029296875
2018-03-06,2303.320068359375
2018-03-07,2291.22998046875
2018-03-09,2311.68994140625
2018-03-12,2318.010009765625
2018-03-13,2319.3798828125
2018-03-14,2275.239990234375
2018-03-15,2272.489990234375
2018-03-16,2294.60009765625
2018-03-19,2281.719970703125
2018-03-20,2291.179931640625
2018-03-21,2309.360107421875
2018-03-22,2285.760009765625
2018-03-23,2285.530029296875
2018-04-04,2265.60009765625
2018-04-05,2296.25
2018-04-06,2281.22998046875
2018-04-09,2090.8798828125
2018-04-10,2173.760009765625
2018-04-11,2192.14990234375
2018-04-12,2210.050048828125
2018-04-13,2175.159912109375
2018-04-16,2143.669921875
2018-04-17,2191.18994140625
2018-04-18,2241.489990234375
2018-04-19,2230.550048828125
2018-04-20,2232.659912109375
2018-04-23,2250.989990234375
2018-04-24,2253.77001953125
2018-04-25,2253.5
2018-04-26,2286.02001953125
2018-04-27,2301.489990234375
2018-05-02,2306.419921875
2018-05-03,2274.070068359375
2018-05-04,2289.469970703125
2018-05-07,2297.1201171875
2018-05-08,2301.989990234375
2018-05-10,2312.919921875
2018-05-11,2345.260009765625
2018-05-14,2357.6201171875
2018-05-15,2337.030029296875
2018-05-16,2338.389892578125
2018-05-17,2323.510009765625
2018-05-18,2326.93994140625
2018-05-21,2332.6298828125
2018-05-22,2326.8701171875
2018-05-23,2295.570068359375
2018-05-24,2294.010009765625
2018-05-25,2306.570068359375
2018-05-28,2311.280029296875
2018-05-29,2298.0
2018-05-30,2297.60009765625
2018-05-31,2302.8798828125
2018-06-01,2295.340087890625
2018-06-04,2323.639892578125
2018-06-05,2318.22998046875
2018-06-06,2315.449951171875
2018-06-07,2316.070068359375
2018-06-08,2267.919921875
2018-06-11,2271.739990234375
2018-06-13,2270.72998046875
2018-06-14,2253.47998046875
2018-06-15,2237.530029296875
2018-06-18,2222.56005859375
2018-06-19,2221.419921875
2018-06-20,2256.27001953125
2018-06-21,2245.93994140625
2018-06-22,2249.679931640625
2018-06-25,2236.64990234375
2018-06-26,2231.030029296875
2018-06-27,2253.60009765625
2018-06-28,2250.260009765625
2018-06-29,2295.949951171875
2018-07-02,2319.31005859375
2018-07-03,2301.64990234375
2018-07-04,2304.06005859375
2018-07-05,2346.860107421875
2018-07-06,2345.3798828125
2018-07-09,2373.169921875
2018-07-10,2365.169921875
2018-07-11,2336.14990234375
2018-07-12,2322.06005859375
2018-07-13,2346.429931640625
2018-07-16,2334.179931640625
2018-07-17,2310.919921875
2018-07-18,2294.780029296875
2018-07-19,2269.449951171875
2018-07-20,2247.820068359375
2018-07-23,2261.25
2018-07-24,2278.300048828125
2018-07-25,2282.840087890625
2018-07-26,2293.070068359375
2018-07-27,2292.719970703125
2018-07-30,2295.719970703125
2018-07-31,2321.110107421875
2018-08-01,2315.179931640625
2018-08-02,2295.14990234375
2018-08-03,2297.989990234375
2018-08-06,2299.8798828125
2018-08-07,2312.18994140625
2018-08-08,2293.010009765625
2018-08-09,2309.580078125
2018-08-10,2275.050048828125
2018-08-13,2285.610107421875
2018-08-14,2282.8798828125
2018-08-15,2267.1298828125
2018-08-16,2261.090087890625
2018-08-17,2255.1201171875
2018-08-20,2272.489990234375
2018-08-21,2291.760009765625
2018-08-22,2297.06005859375
2018-08-23,2260.0400390625
2018-08-24,2279.760009765625
2018-08-27,2312.929931640625
2018-08-28,2316.280029296875
2018-08-29,2348.43994140625
2018-08-30,2330.919921875
2018-08-31,2345.85009765625
2018-09-03,2346.080078125
2018-09-04,2336.3798828125
2018-09-05,2321.330078125
2018-09-06,2320.64990234375
2018-09-07,2321.820068359375
2018-09-10,2335.85009765625
2018-09-11,2335.18994140625
2018-09-12,2340.6298828125
2018-09-13,2357.320068359375
2018-09-14,2360.260009765625
2018-09-17,2373.75
2018-09-18,2402.580078125
2018-09-19,2404.419921875
2018-09-20,2400.889892578125
2018-09-21,2426.800048828125
2018-09-24,2430.010009765625
2018-09-25,2444.219970703125
2018-09-26,2427.2900390625
2018-09-27,2474.570068359375
2018-09-28,2475.360107421875
2018-10-01,2472.219970703125
2018-10-02,2449.699951171875
2018-10-03,2493.909912109375
2018-10-04,2465.030029296875
2018-10-05,2450.89990234375
2018-10-08,2454.280029296875
2018-10-09,2443.830078125
2018-10-10,2417.68994140625
2018-10-11,2366.469970703125
2018-10-12,2403.02001953125
2018-10-15,2389.050048828125
2018-10-16,2417.260009765625
2018-10-17,2411.419921875
2018-10-18,2378.6201171875
2018-10-19,2344.7900390625
2018-10-22,2308.56005859375
2018-10-23,2305.580078125
2018-10-24,2336.489990234375
2018-10-25,2331.590087890625
2018-10-26,2293.219970703125
2018-10-29,2317.06005859375
2018-10-30,2299.97998046875
2018-10-31,2352.7099609375
2018-11-01,2359.330078125
2018-11-02,2377.949951171875
2018-11-06,2412.31005859375
2018-11-07,2445.340087890625
2018-11-08,2438.6201171875
2018-11-09,2403.469970703125
2018-11-12,2393.81005859375
2018-11-13,2374.93994140625
2018-11-14,2378.590087890625
2018-11-15,2381.449951171875
2018-11-16,2372.669921875
2018-11-19,2373.780029296875
2018-11-20,2341.60009765625
2018-11-21,2357.969970703125
2018-11-22,2369.530029296875
2018-11-23,2342.969970703125
2018-11-26,2308.5
2018-11-27,2338.7099609375
2018-11-28,2381.1201171875
2018-11-29,2398.56005859375
2018-11-30,2392.5
2018-12-03,2441.18994140625
2018-12-04,2443.3798828125
2018-12-05,2445.550048828125
2018-12-06,2412.31005859375
2018-12-07,2431.2900390625
2018-12-10,2396.840087890625
2018-12-11,2394.260009765625
2018-12-12,2370.35009765625
2018-12-13,2378.5
2018-12-14,2365.68994140625
2018-12-17,2359.1298828125
2018-12-18,2350.2900390625
2018-12-19,2358.580078125
2018-12-20,2352.8798828125
2018-12-21,2347.169921875
2018-12-24,2322.27001953125
2018-12-26,2308.85009765625
2018-12-27,2327.81005859375
2018-12-28,2358.5
2019-01-03,2375.60009765625
2019-01-04,2406.5
2019-01-08,2389.68994140625
2019-01-09,2414.1298828125
2019-01-10,2434.14990234375
2019-01-11,2444.449951171875
2019-01-14,2440.14990234375
2019-01-15,2439.550048828125
2019-01-16,2434.60009765625
2019-01-17,2447.639892578125
2019-01-18,2473.610107421875
2019-01-21,2468.25
2019-01-22,2468.72998046875
2019-01-23,2491.489990234375
2019-01-24,2482.7099609375
2019-01-25,2498.22998046875
2019-01-28,2476.81005859375
2019-01-29,2498.35009765625
2019-01-30,2511.860107421875
2019-01-31,2521.10009765625
2019-02-01,2521.699951171875
2019-02-04,2523.52001953125
2019-02-05,2547.27001953125
2019-02-06,2539.72998046875
2019-02-07,2509.889892578125
2019-02-08,2502.820068359375
2019-02-11,2510.219970703125
2019-02-12,2533.320068359375
2019-02-13,2485.760009765625
2019-02-14,2460.820068359375
2019-02-15,2490.159912109375
2019-02-18,2472.409912109375
2019-02-19,2458.550048828125
2019-02-20,2487.820068359375
2019-02-21,2470.22998046875
2019-02-22,2488.6298828125
2019-02-25,2494.6298828125
2019-02-26,2494.02001953125
2019-02-27,2490.64990234375
2019-02-28,2485.27001953125
2019-03-01,2478.010009765625
2019-03-04,2473.7900390625
2019-03-05,2466.22998046875
2019-03-06,2494.0400390625
2019-03-07,2476.639892578125
2019-03-11,2465.93994140625
2019-03-12,2468.25
2019-03-13,2470.610107421875
2019-03-14,2457.7900390625
2019-03-15,2476.72998046875
2019-03-18,2483.699951171875
2019-03-19,2493.280029296875
2019-03-20,2504.22998046875
2019-03-21,2507.81005859375
2019-03-22,2492.699951171875
2019-03-25,2497.590087890625
2019-03-26,2512.6298828125
2019-03-27,2487.47998046875
2019-03-28,2492.39990234375
2019-03-29,2497.10009765625
2019-04-01,2521.25
2019-04-02,2527.77001953125
2019-04-03,2532.320068359375
2019-04-04,2535.5
2019-04-05,2540.989990234375
2019-04-08,2560.070068359375
2019-04-09,2570.280029296875
2019-04-10,2578.580078125
2019-04-11,2551.449951171875
2019-04-12,2559.719970703125
2019-04-15,2545.1201171875
2019-04-16,2559.840087890625
2019-04-17,2568.260009765625
2019-04-18,2560.800048828125
2019-04-22,2584.739990234375
2019-04-23,2587.47998046875
2019-04-24,2579.050048828125
2019-04-25,2560.93994140625
2019-04-26,2563.719970703125
2019-04-29,2569.830078125
2019-04-30,2559.320068359375
2019-05-02,2575.219970703125
2019-05-03,2580.949951171875
2019-05-06,2579.75
2019-05-07,2565.10009765625
2019-05-08,2544.429931640625
2019-05-10,2514.8701171875
2019-05-13,2508.8701171875
2019-05-14,2562.330078125
2019-05-15,2554.489990234375
2019-05-16,2581.110107421875
2019-05-17,2577.47998046875
2019-05-20,2571.64990234375
2019-05-21,2616.530029296875
2019-05-22,2638.7099609375
2019-05-23,2618.610107421875
2019-05-24,2619.239990234375
2019-05-27,2632.949951171875
2019-05-28,2609.780029296875
2019-05-29,2641.14990234375
2019-05-30,2659.52001953125
2019-05-31,2665.330078125
2019-06-03,2729.929931640625
2019-06-04,2706.2900390625
2019-06-05,2701.840087890625
2019-06-06,2728.25
2019-06-07,2729.610107421875
2019-06-10,2742.590087890625
2019-06-11,2751.75
2019-06-13,2758.360107421875
2019-06-14,2739.280029296875
2019-06-17,2734.31005859375
2019-06-18,2761.68994140625
2019-06-19,2759.1201171875
2019-06-20,2780.199951171875
2019-06-21,2761.22998046875
2019-06-24,2762.64990234375
2019-06-25,2753.9599609375
2019-06-26,2775.139892578125
2019-06-27,2779.659912109375
2019-06-28,2765.85009765625
2019-07-01,2801.469970703125
2019-07-02,2809.81005859375
2019-07-03,2823.949951171875
2019-07-04,2842.780029296875
2019-07-05,2835.35009765625
2019-07-08,2822.550048828125
2019-07-09,2822.659912109375
2019-07-10,2822.75
2019-07-11,2789.659912109375
2019-07-12,2777.580078125
2019-07-15,2756.43994140625
2019-07-16,2755.8798828125
2019-07-17,2713.169921875
2019-07-18,2702.590087890625
2019-07-19,2700.570068359375
2019-07-22,2684.25
2019-07-23,2701.06005859375
2019-07-24,2682.909912109375
2019-07-25,2701.02001953125
2019-07-26,2715.679931640625
2019-07-29,2728.27001953125
2019-07-30,2734.679931640625
2019-07-31,2739.5
2019-08-01,2729.419921875
2019-08-02,2674.89990234375
2019-08-05,2649.159912109375
2019-08-06,2683.35009765625
2019-08-07,2674.97998046875
2019-08-08,2696.68994140625
2019-08-09,2679.7099609375
2019-08-12,2689.929931640625
2019-08-13,2680.1201171875
2019-08-14,2637.0400390625
2019-08-15,2625.580078125
2019-08-16,2615.199951171875
2019-08-19,2648.090087890625
2019-08-20,2672.840087890625
2019-08-21,2673.949951171875
2019-08-22,2675.1298828125
2019-08-23,2660.739990234375
2019-08-26,2658.239990234375
2019-08-27,2659.35009765625
2019-08-28,2677.31005859375
2019-08-29,2714.25
2019-08-30,2740.0400390625
2019-09-02,2773.010009765625
2019-09-03,2774.199951171875
2019-09-04,2793.360107421875
2019-09-05,2807.06005859375
2019-09-06,2797.550048828125
2019-09-09,2786.6298828125
2019-09-10,2787.52001953125
2019-09-11,2817.050048828125
2019-09-12,2799.989990234375
2019-09-13,2791.739990234375
2019-09-16,2834.320068359375
2019-09-17,2820.860107421875
2019-09-18,2818.60009765625
2019-09-19,2794.77001953125
2019-09-20,2796.409912109375
2019-09-23,2785.4599609375
2019-09-24,2754.530029296875
2019-09-25,2760.2900390625
2019-09-26,2772.699951171875
2019-09-27,2757.97998046875
2019-09-30,2747.179931640625
2019-10-01,2758.830078125
2019-10-02,2719.389892578125
2019-10-03,2707.469970703125
2019-10-04,2692.550048828125
2019-10-07,2719.219970703125
2019-10-08,2707.889892578125
2019-10-09,2713.02001953125
2019-10-10,2721.510009765625
2019-10-11,2708.070068359375
2019-10-14,2697.4599609375
2019-10-15,2715.260009765625
2019-10-16,2744.35009765625
2019-10-17,2748.639892578125
2019-10-18,2752.909912109375
2019-10-21,2761.14990234375
2019-10-22,2802.22998046875
2019-10-23,2821.580078125
2019-10-24,2877.050048828125
2019-10-25,2873.409912109375
2019-10-28,2856.909912109375
2019-10-29,2886.47998046875
2019-10-30,2911.14990234375
2019-10-31,2893.97998046875
2019-11-01,2930.39990234375
2019-11-05,2949.550048828125
2019-11-06,2980.840087890625
2019-11-07,3008.5400390625
2019-11-08,2973.18994140625
2019-11-11,2961.4599609375
2019-11-12,2951.159912109375
2019-11-13,2933.889892578125
2019-11-14,2922.449951171875
2019-11-15,2934.820068359375
2019-11-18,2924.47998046875
2019-11-19,2941.68994140625
2019-11-20,2936.469970703125
2019-11-21,2942.60009765625
2019-11-22,2947.679931640625
2019-11-25,2955.320068359375
2019-11-26,2930.6201171875
2019-11-27,2929.050048828125
2019-11-28,2927.570068359375
2019-11-29,2935.3701171875
2019-12-02,2921.179931640625
2019-12-03,2883.47998046875
2019-12-04,2900.659912109375
2019-12-05,2899.2900390625
2019-12-06,2928.760009765625
2019-12-09,2945.030029296875
2019-12-10,2932.39990234375
2019-12-11,2954.39990234375
2019-12-12,2982.860107421875
2019-12-13,2996.6298828125
2019-12-16,3006.159912109375
2019-12-17,3013.2900390625
2019-12-18,3023.919921875
2019-12-19,3008.389892578125
2019-12-20,3015.929931640625
2019-12-23,3033.81005859375
2019-12-24,3030.590087890625
2019-12-26,3031.669921875
2019-12-27,3050.469970703125
2019-12-30,3045.8701171875
2020-01-03,3076.3701171875
2020-01-06,3078.8701171875
2020-01-08,3110.06005859375
2020-01-09,3118.080078125
2020-01-10,3123.659912109375
2020-01-13,3151.68994140625
2020-01-14,3129.77001953125
2020-01-15,3132.6298828125
2020-01-16,3157.22998046875
2020-01-17,3196.8798828125
2020-01-20,3219.919921875
2020-01-21,3209.219970703125
2020-01-22,3174.6201171875
2020-01-23,3141.199951171875
2020-01-24,3146.199951171875
2020-01-27,3085.159912109375
2020-01-28,3113.10009765625
2020-01-29,3128.800048828125
2020-01-30,3108.580078125
2020-01-31,3076.64990234375
2020-02-03,3070.840087890625
2020-02-04,3097.60009765625
2020-02-05,3114.25
2020-02-06,3096.679931640625
2020-02-07,3087.6298828125
2020-02-10,3062.409912109375
2020-02-11,3097.580078125
2020-02-12,3122.27001953125
2020-02-13,3110.050048828125
2020-02-14,3096.8798828125
2020-02-17,3110.06005859375
2020-02-18,3074.050048828125
2020-02-19,3114.570068359375
2020-02-20,3125.10009765625
2020-02-21,3106.030029296875
2020-02-25,3002.679931640625
2020-02-26,3017.419921875
2020-02-27,2915.840087890625
2020-02-28,2785.080078125
2020-03-02,2765.77001953125
2020-03-03,2821.3701171875
2020-03-04,2828.010009765625
2020-03-05,2816.699951171875
2020-03-06,2719.510009765625
2020-03-10,2498.93994140625
2020-03-11,2492.8798828125
2020-03-12,2286.39990234375
2020-03-13,2316.3798828125
2020-03-16,2266.89990234375
2020-03-17,2224.739990234375
2020-03-18,2112.639892578125
2020-03-19,2275.699951171875
2020-03-20,2331.610107421875
2020-03-23,2253.35009765625
2020-03-24,2415.969970703125
2020-03-25,2452.68994140625
2020-03-26,2489.969970703125
2020-03-27,2401.110107421875
2020-03-30,2433.35009765625
2020-03-31,2508.81005859375
2020-04-01,2473.610107421875
2020-04-02,2545.949951171875
2020-04-03,2572.22998046875
2020-04-06,2622.590087890625
2020-04-07,2634.739990234375
2020-04-08,2670.1201171875
2020-04-09,2701.77001953125
2020-04-10,2677.860107421875
2020-04-13,2628.85009765625
2020-04-14,2631.830078125
2020-04-15,2498.93994140625
2020-04-16,2515.050048828125
2020-04-17,2534.969970703125
2020-04-20,2525.969970703125
2020-04-21,2488.02001953125
2020-04-22,2573.409912109375
2020-04-23,2599.409912109375
2020-04-24,2562.030029296875
2020-04-27,2570.909912109375
2020-04-28,2612.239990234375
2020-04-29,2663.139892578125
2020-04-30,2650.56005859375
2020-05-04,2624.639892578125
2020-05-05,2653.510009765625
2020-05-06,2632.10009765625
2020-05-07,2634.0
2020-05-08,2641.550048828125
2020-05-12,2642.0400390625
2020-05-13,2604.97998046875
2020-05-14,2590.31005859375
2020-05-15,2593.909912109375
2020-05-18,2694.25
2020-05-19,2711.719970703125
2020-05-20,2770.7900390625
2020-05-21,2718.669921875
2020-05-22,2709.3798828125
2020-05-25,2757.929931640625
2020-05-26,2754.0400390625
2020-05-27,2741.02001953125
2020-05-28,2779.97998046875
2020-05-29,2734.830078125
2020-06-01,2750.239990234375
2020-06-02,2796.510009765625
2020-06-03,2831.080078125
2020-06-04,2766.260009765625
2020-06-05,2792.739990234375
2020-06-08,2796.300048828125
2020-06-09,2795.89990234375
2020-06-10,2785.179931640625
2020-06-11,2743.800048828125
2020-06-15,2719.06005859375
2020-06-16,2748.300048828125
2020-06-17,2740.10009765625
2020-06-18,2724.330078125
2020-06-19,2758.669921875
2020-06-22,2763.2900390625
2020-06-23,2791.969970703125
2020-06-25,2760.75
2020-06-26,2761.739990234375
2020-06-29,2767.949951171875
2020-06-30,2743.199951171875
2020-07-02,2788.7900390625
2020-07-03,2801.659912109375
2020-07-06,2835.179931640625
2020-07-07,2825.2099609375
2020-07-08,2815.830078125
2020-07-09,2782.429931640625
2020-07-10,2800.93994140625
2020-07-13,2766.7900390625
2020-07-14,2744.5400390625
2020-07-15,2747.909912109375
2020-07-16,2760.010009765625
2020-07-17,2774.7900390625
2020-07-20,2802.239990234375
2020-07-21,2825.7099609375
2020-07-22,2834.64990234375
2020-07-23,2851.7900390625
2020-07-24,2863.1201171875
2020-07-27,2884.8798828125
2020-07-28,2895.449951171875
2020-07-29,2918.419921875
2020-07-30,2882.6298828125
2020-07-31,2911.570068359375
2020-08-03,2929.969970703125
2020-08-04,2940.4599609375
2020-08-05,2992.780029296875
2020-08-06,2988.5
2020-08-07,2972.35009765625
2020-08-10,2960.780029296875
2020-08-11,3005.6298828125
2020-08-12,3053.989990234375
2020-08-13,3080.43994140625
2020-08-14,3061.989990234375
2020-08-17,3052.4599609375
2020-08-18,3050.699951171875
2020-08-19,3056.5400390625
2020-08-20,2993.68994140625
2020-08-21,2995.610107421875
2020-08-24,3029.419921875
2020-08-25,3029.050048828125
2020-08-26,3051.969970703125
2020-08-27,3012.010009765625
2020-08-28,2980.169921875
2020-08-31,2966.199951171875
2020-09-01,2975.0
2020-09-02,2956.5
2020-09-03,2931.919921875
2020-09-04,2921.550048828125
2020-09-07,2932.2900390625
2020-09-08,2888.7900390625
2020-09-09,2876.070068359375
2020-09-10,2897.550048828125
2020-09-11,2910.510009765625
2020-09-14,2928.3798828125
